1474905600,122036
1474909200,138117
1474912800,123716
1474916400,130661
1474920000,76765
1474923600,60214
1474927200,43282
1474930800,34748
1474934400,65840
1474938000,29885
1474941600,35029
1474945200,40602
1474948800,58154
1474952400,85728
1474956000,209922
1474959600,284381
1474963200,196875
1474966800,191032
1474970400,189848
1474974000,275490
1474977600,282011
1474981200,186147
1474984800,181387
1474988400,136449
1474992000,140629
1474995600,175362
1474999200,165512
1475002800,112720
1475006400,119859
1475010000,74839
1475013600,55119
1475017200,42047
1475020800,72552
1475024400,36540
1475028000,39365
1475031600,47536
1475035200,61526
1475038800,94116
1475042400,187455
1475046000,191715
1475049600,229797
1475053200,211286
1475056800,187654
1475060400,193049
1475064000,236483
1475067600,238806
1475071200,261082
1475074800,148902
1475078400,115227
1475082000,145781
1475085600,110076
1475089200,150486
1475092800,63450
1475096400,39894
1475100000,59678
1475103600,19048
1475107200,54557
1475110800,35336
1475114400,42445
1475118000,67216
1475121600,76797
1475125200,101200
1475128800,180615
1475132400,216954
1475136000,257618
1475139600,240123
1475143200,224305
1475146800,259532
1475150400,292478
1475154000,267461
1475157600,213347
1475161200,145965
1475164800,126765
1475168400,120115
1475172000,135032
1475175600,133043
1475179200,126138
1475182800,58310
1475186400,51121
1475190000,37643
1475193600,77433
1475197200,38313
1475200800,36478
1475204400,43240
1475208000,57672
1475211600,104030
1475215200,172984
1475218800,175286
1475222400,187243
1475226000,244037
1475229600,200264
1475233200,207514
1475236800,226292
1475240400,224471
1475244000,133947
1475247600,172873
1475251200,122962
1475254800,118486
1475258400,113289
1475262000,132478
1475265600,75949
1475269200,61273
1475272800,39589
1475276400,35617
1475280000,58389
1475283600,29666
1475287200,27374
1475290800,36276
1475294400,55643
1475298000,69636
1475301600,67710
1475305200,74390
1475308800,75787
1475312400,127113
1475316000,100499
1475319600,84361
1475323200,77199
1475326800,78574
1475330400,73749
1475334000,65930
1475337600,72515
1475341200,73529
1475344800,81103
1475348400,70710
1475352000,62773
1475355600,50364
1475359200,39945
1475362800,15804
1475366400,41556
1475370000,10122
1475373600,9295
1475377200,18931
1475380800,33125
1475384400,37917
1475388000,51232
1475391600,47153
1475395200,48421
1475398800,53005
1475402400,49753
1475406000,54519
1475409600,53385
1475413200,65380
1475416800,77177
1475420400,52508
1475424000,65242
1475427600,68696
1475431200,79926
1475434800,56732
1475438400,48621
1475442000,30924
1475445600,20997
1475449200,14269
1475452800,45654
1475456400,16247
1475460000,11189
1475463600,24126
1475467200,34385
1475470800,81314
1475474400,178712
1475478000,283022
1475481600,230090
1475485200,234737
1475488800,237879
1475492400,215653
1475496000,282492
1475499600,233344
1475503200,178416
1475506800,202604
1475510400,106970
1475514000,129827
1475517600,94270
1475521200,123652
1475524800,91482
1475528400,44019
1475532000,34614
1475535600,32606
1475539200,60873
1475542800,38229
1475546400,27809
1475550000,42479
1475553600,51936
1475557200,111835
1475560800,154691
1475564400,249318
1475568000,187862
1475571600,178589
1475575200,124360
1475578800,131516
1475582400,196561
1475586000,205691
1475589600,176022
1475593200,145307
1475596800,107316
1475600400,116610
1475604000,94730
1475607600,99532
1475611200,53249
1475614800,36774
1475618400,15632
1475622000,20737
1475625600,43564
1475629200,14214
1475632800,16216
1475636400,28162
1475640000,61057
1475643600,74579
1475647200,124632
1475650800,258833
1475654400,222117
1475658000,207547
1475661600,166925
1475665200,171631
1475668800,193439
1475672400,223803
1475676000,240124
1475679600,134593
1475683200,135963
1475686800,149579
1475690400,111417
1475694000,136604
1475697600,90756
1475701200,63079
1475704800,52236
1475708400,136494
1475712000,124116
1475715600,39794
1475719200,34333
1475722800,39147
1475726400,51973
1475730000,65613
1475733600,126379
1475737200,158687
1475740800,186404
1475744400,158568
1475748000,154232
1475751600,199788
1475755200,211735
1475758800,167196
1475762400,227737
1475766000,127064
1475769600,145167
1475773200,100937
1475776800,94556
1475780400,87245
1475784000,52815
1475787600,45169
1475791200,45865
1475794800,18638
1475798400,48492
1475802000,18350
1475805600,14587
1475809200,22355
1475812800,30655
1475816400,65346
1475820000,146571
1475823600,141835
1475827200,170181
1475830800,190202
1475834400,156432
1475838000,223369
1475841600,205790
1475845200,178446
1475848800,119112
1475852400,137567
1475856000,131321
1475859600,106340
1475863200,111674
1475866800,96830
1475870400,69479
1475874000,51097
1475877600,31332
1475881200,26349
1475884800,57026
1475888400,19852
1475892000,40798
1475895600,48461
1475899200,45612
1475902800,70203
1475906400,63218
1475910000,110711
1475913600,136845
1475917200,76111
1475920800,73733
1475924400,87064
1475928000,74055
1475931600,81246
1475935200,77555
1475938800,84644
1475942400,71471
1475946000,70343
1475949600,76378
1475953200,72663
1475956800,63355
1475960400,48633
1475964000,28943
1475967600,31230
1475971200,53296
1475974800,14037
1475978400,19689
1475982000,20904
1475985600,24540
1475989200,32588
1475992800,48704
1475996400,53188
1476000000,72116
1476003600,57205
1476007200,67197
1476010800,89799
1476014400,66108
1476018000,58515
1476021600,122668
1476025200,76834
1476028800,69999
1476032400,98292
1476036000,89802
1476039600,74852
1476043200,56079
1476046800,46870
1476050400,21934
1476054000,21068
1476057600,63631
1476061200,16734
1476064800,15356
1476068400,23077
1476072000,40175
1476075600,79158
1476079200,173972
1476082800,212966
1476086400,218301
1476090000,219874
1476093600,200305
1476097200,154314
1476100800,443053
1476104400,237301
1476108000,243974
1476111600,137648
1476115200,143740
1476118800,153681
1476122400,172338
1476126000,154068
1476129600,92121
1476133200,57563
1476136800,39408
1476140400,26228
1476144000,57678
1476147600,24379
1476151200,21421
1476154800,36953
1476158400,45116
1476162000,84402
1476165600,185396
1476169200,221820
1476172800,312044
1476176400,264094
1476180000,295059
1476183600,458638
1476187200,623112
1476190800,429735
1476194400,381766
1476198000,306260
1476201600,288395
1476205200,283535
1476208800,325811
1476212400,234653
1476216000,185616
1476219600,105763
1476223200,62609
1476226800,58300
1476230400,73158
1476234000,42645
1476237600,46232
1476241200,77197
1476244800,122127
1476248400,161376
1476252000,260504
1476255600,315922
1476259200,356442
1476262800,433592
1476266400,359738
1476270000,281519
1476273600,257199
1476277200,290861
1476280800,300436
1476284400,375334
1476288000,417195
1476291600,440758
1476295200,316592
1476298800,245273
1476302400,161303
1476306000,102800
1476309600,64017
1476313200,42248
1476316800,55486
1476320400,33379
1476324000,31591
1476327600,82159
1476331200,168086
1476334800,226689
1476338400,270631
1476342000,564195
1476345600,340090
1476349200,377856
1476352800,278056
1476356400,286656
1476360000,251138
1476363600,304605
1476367200,283410
1476370800,199959
1476374400,180186
1476378000,173572
1476381600,163735
1476385200,122201
1476388800,86724
1476392400,63374
1476396000,43060
1476399600,29382
1476403200,53862
1476406800,28153
1476410400,21247
1476414000,25303
1476417600,49670
1476421200,91256
1476424800,136144
1476428400,150686
1476432000,143809
1476435600,131017
1476439200,136679
1476442800,186302
1476446400,140617
1476450000,164582
1476453600,161193
1476457200,164451
1476460800,146054
1476464400,137468
1476468000,122677
1476471600,177434
1476475200,126116
1476478800,71497
1476482400,47986
1476486000,41725
1476489600,66136
1476493200,47812
1476496800,51860
1476500400,38889
1476504000,40072
1476507600,61552
1476511200,90834
1476514800,95651
1476518400,96319
1476522000,119062
1476525600,148320
1476529200,115384
1476532800,103467
1476536400,115864
1476540000,89897
1476543600,104667
1476547200,107619
1476550800,104275
1476554400,82641
1476558000,97233
1476561600,74281
1476565200,57547
1476568800,77115
1476572400,40149
1476576000,50067
1476579600,15263
1476583200,20521
1476586800,16624
1476590400,34076
1476594000,41585
1476597600,77683
1476601200,103073
1476604800,82058
1476608400,110549
1476612000,102187
1476615600,106492
1476619200,107934
1476622800,102496
1476626400,94819
1476630000,139461
1476633600,98206
1476637200,102562
1476640800,124043
1476644400,105597
1476648000,67358
1476651600,97796
1476655200,27882
1476658800,24074
1476662400,49668
1476666000,16083
1476669600,25174
1476673200,25588
1476676800,66990
1476680400,105079
1476684000,268728
1476687600,282120
1476691200,218180
1476694800,229972
1476698400,215315
1476702000,296649
1476705600,233818
1476709200,223552
1476712800,176528
1476716400,136414
1476720000,124819
1476723600,168156
1476727200,159033
1476730800,110562
1476734400,82663
1476738000,138851
1476741600,44556
1476745200,31322
1476748800,52195
1476752400,21859
1476756000,21027
1476759600,25484
1476763200,44047
1476766800,93437
1476770400,168868
1476774000,220257
1476777600,216555
1476781200,322616
1476784800,183060
1476788400,204791
1476792000,215214
1476795600,431731
1476799200,487627
1476802800,169632
1476806400,193311
1476810000,168594
1476813600,165828
1476817200,180836
1476820800,131742
1476824400,65492
1476828000,41603
1476831600,43503
1476835200,77522
1476838800,32425
1476842400,44498
1476846000,55087
